nxHelBake1.g15022.t1	GO:0003723,GO:0003676
nxHelBake1.g1470.t1	
nxHelBake1.g16313.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g18142.t1	GO:0005840,GO:0006412,GO:0003735
nxHelBake1.g5852.t1	GO:0004601,GO:0020037,GO:0005515,GO:0006979,GO:0010172,GO:0048679
nxHelBake1.g3.t1	
nxHelBake1.g927.t1	
nxHelBake1.g8541.t1	
nxHelBake1.g13540.t1	GO:0019236,GO:0007186
nxHelBake1.g5100.t1	
nxHelBake1.g2788.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g16793.t1	GO:0003676
nxHelBake1.g1892.t1	
nxHelBake1.g16165.t1	GO:0005515
nxHelBake1.g9876.t1	GO:0006629,GO:0016491
nxHelBake1.g13964.t1	
nxHelBake1.g2974.t1	GO:0042302
nxHelBake1.g16840.t1	GO:0030170,GO:0019752,GO:0016830,GO:0016831,GO:0003824,GO:0006520
nxHelBake1.g8816.t1	
nxHelBake1.g15701.t1	GO:0005515
nxHelBake1.g8204.t1	
nxHelBake1.g12581.t1	
nxHelBake1.g8241.t1	GO:0005254
nxHelBake1.g4299.t1	GO:0043189,GO:0006355,GO:0005634
nxHelBake1.g959.t2	GO:0004843,GO:0005515,GO:0016579
nxHelBake1.g1062.t2	
nxHelBake1.g10653.t1	
nxHelBake1.g9207.t1	
nxHelBake1.g9288.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g9497.t1	
nxHelBake1.g5448.t1	
nxHelBake1.g6901.t1	
nxHelBake1.g16703.t1	
nxHelBake1.g15024.t1	GO:0007165
nxHelBake1.g84.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g1468.t1	GO:0016491
nxHelBake1.g465.t1	GO:0005515,GO:0006749
nxHelBake1.g1307.t1	
nxHelBake1.g16076.t1	GO:0003824
nxHelBake1.g7741.t1	
nxHelBake1.g2880.t1	
nxHelBake1.g8750.t1	
nxHelBake1.g12753.t3	GO:0016787
nxHelBake1.g4698.t2	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g10789.t1	GO:0005515
nxHelBake1.g9897.t1	GO:0008374
nxHelBake1.g16146.t1	GO:0005509,GO:0017110
nxHelBake1.g7178.t1	
nxHelBake1.g5481.t1	
nxHelBake1.g3245.t1	GO:0006508,GO:0004252
nxHelBake1.g15693.t1	
nxHelBake1.g693.t2	
nxHelBake1.g11290.t1	GO:0004888,GO:0034220,GO:0016021,GO:0005230,GO:0006811,GO:0005216
nxHelBake1.g10868.t1	GO:0004518
nxHelBake1.g6433.t1	
nxHelBake1.g1836.t1	GO:0003824,GO:0000062
nxHelBake1.g8500.t1	
nxHelBake1.g11548.t1	GO:0005515,GO:0031087
nxHelBake1.g4467.t2	GO:0003689,GO:0016887,GO:0003677,GO:0005524,GO:0005663,GO:0006260,GO:0006281
nxHelBake1.g14019.t1	
nxHelBake1.g15957.t1	GO:0006629
nxHelBake1.g555.t1	GO:0031267,GO:0006606,GO:0006886
nxHelBake1.g6021.t1	
nxHelBake1.g6926.t1	GO:0005524,GO:0016887
nxHelBake1.g856.t1	GO:0015031,GO:0030906,GO:0042147
nxHelBake1.g11791.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g2871.t1	GO:0016021,GO:0008146,GO:1902884,GO:0047756,GO:0030206
nxHelBake1.g2725.t1	GO:0055085,GO:0022857
nxHelBake1.g8342.t1	GO:0015165,GO:0000139,GO:0090481,GO:0016021
nxHelBake1.g1043.t1	
nxHelBake1.g12839.t1	GO:0005834,GO:0007200,GO:0031681,GO:0007186,GO:0050909
nxHelBake1.g8629.t1	GO:0031625,GO:0005783
nxHelBake1.g8771.t2	
nxHelBake1.g3619.t1	GO:0003723,GO:0006417,GO:0003676,GO:0003727
nxHelBake1.g6949.t1	
nxHelBake1.g11132.t1	GO:0051536,GO:0016226,GO:0016887,GO:0005524
nxHelBake1.g3180.t2	GO:0030246
nxHelBake1.g13366.t1	
nxHelBake1.g9089.t1	
nxHelBake1.g12575.t1	GO:0005515
nxHelBake1.g16962.t1	GO:0016020
nxHelBake1.g12028.t1	GO:0004104
nxHelBake1.g13361.t2	
nxHelBake1.g16609.t3	
nxHelBake1.g9776.t1	
nxHelBake1.g12322.t1	GO:0003824
nxHelBake1.g15542.t1	
nxHelBake1.g16987.t1	
nxHelBake1.g8463.t1	
nxHelBake1.g17487.t1	GO:0032008,GO:0071986,GO:0071230
nxHelBake1.g18523.t2	GO:0006355,GO:0016573,GO:0003712,GO:0008270,GO:0005515,GO:0004402
nxHelBake1.g768.t1	
nxHelBake1.g467.t1	GO:0005515,GO:0006749
nxHelBake1.g4164.t1	
nxHelBake1.g3382.t1	GO:0016021,GO:0055085,GO:0016020,GO:0022857,GO:0015377,GO:0006811
nxHelBake1.g5176.t1	
nxHelBake1.g5770.t1	GO:0005839,GO:0051603
nxHelBake1.g10759.t1	GO:0000470,GO:0000027,GO:0019843,GO:0006364
nxHelBake1.g11396.t1	GO:0016209,GO:0051920,GO:0016491
nxHelBake1.g15518.t1	GO:0004252,GO:0016021
nxHelBake1.g1600.t1	GO:0055085,GO:0005524,GO:0140359,GO:0016021
nxHelBake1.g1626.t1	
nxHelBake1.g9428.t1	
nxHelBake1.g18692.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g7151.t1	
nxHelBake1.g10178.t1	GO:0005515,GO:0007165
nxHelBake1.g15686.t1	
nxHelBake1.g13123.t1	
nxHelBake1.g8419.t2	GO:0005515,GO:0005737,GO:0006511,GO:0007275
nxHelBake1.g4437.t1	GO:0016746
nxHelBake1.g4762.t1	GO:0008080
nxHelBake1.g2927.t2	
nxHelBake1.g4735.t1	GO:0009986
nxHelBake1.g4397.t1	
nxHelBake1.g16974.t1	GO:0005525,GO:0003924
nxHelBake1.g4121.t5	
nxHelBake1.g650.t1	
nxHelBake1.g2390.t1	
nxHelBake1.g7027.t1	
nxHelBake1.g16757.t2	GO:0006355,GO:0003700
nxHelBake1.g13551.t1	
nxHelBake1.g9887.t2	GO:0005515
nxHelBake1.g7304.t1	
nxHelBake1.g12135.t1	
nxHelBake1.g10803.t1	
nxHelBake1.g3553.t1	GO:0003723,GO:0003676
nxHelBake1.g4289.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g17386.t2	
nxHelBake1.g12202.t1	
nxHelBake1.g14831.t2	
nxHelBake1.g18287.t2	
nxHelBake1.g13860.t1	
nxHelBake1.g15632.t1	GO:0006508,GO:0004222,GO:0008270,GO:0008237
nxHelBake1.g13735.t1	
nxHelBake1.g12502.t1	
nxHelBake1.g13955.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g17113.t1	GO:0003677,GO:0000786,GO:0046982
nxHelBake1.g3085.t1	
nxHelBake1.g16057.t1	
nxHelBake1.g6668.t1	
nxHelBake1.g16412.t1	
nxHelBake1.g11239.t2	
nxHelBake1.g15057.t1	GO:0003677,GO:0005524,GO:0006260,GO:0016887
nxHelBake1.g15264.t2	GO:0003824,GO:0005975,GO:0016810
nxHelBake1.g7953.t1	GO:0016020
nxHelBake1.g11951.t1	GO:0005515
nxHelBake1.g15842.t1	GO:0003723,GO:0003676
nxHelBake1.g11807.t1	
nxHelBake1.g5168.t1	
nxHelBake1.g7277.t1	
nxHelBake1.g17114.t1	
nxHelBake1.g11231.t1	GO:0006383
nxHelBake1.g10439.t2	GO:0005515
nxHelBake1.g16450.t2	GO:0016020,GO:0016757
nxHelBake1.g16220.t1	GO:0008168,GO:0005634,GO:0006364,GO:0032259
nxHelBake1.g1414.t1	GO:0055085,GO:0140359,GO:0016021
nxHelBake1.g14853.t1	GO:0016192,GO:0030131,GO:0006886
nxHelBake1.g6468.t1	
nxHelBake1.g7480.t1	GO:0005515,GO:0005509,GO:0016020
nxHelBake1.g11796.t3	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g8098.t4	GO:0016780
nxHelBake1.g8084.t3	GO:0006488,GO:0016021
nxHelBake1.g2171.t1	
nxHelBake1.g17645.t1	GO:0045116,GO:0019781,GO:0008641
nxHelBake1.g18936.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g18128.t1	
nxHelBake1.g18124.t1	
nxHelBake1.g4423.t1	
nxHelBake1.g15738.t1	GO:0005524,GO:0003774,GO:0016459
nxHelBake1.g12136.t1	
nxHelBake1.g1161.t1	
nxHelBake1.g1977.t1	GO:0006470,GO:0004725
nxHelBake1.g8089.t1	GO:0016887,GO:0016021,GO:0016020,GO:0005524,GO:0070588,GO:0005388,GO:0005215,GO:0000166
nxHelBake1.g9263.t1	GO:0005515
nxHelBake1.g88.t1	
nxHelBake1.g15746.t1	GO:0000245,GO:0003729
nxHelBake1.g10017.t1	GO:0023041,GO:0030867
nxHelBake1.g7191.t1	GO:0006508,GO:0004252
nxHelBake1.g10485.t1	GO:0018996,GO:0008270,GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g3843.t2	GO:0016627,GO:0050660
nxHelBake1.g16136.t1	
nxHelBake1.g4911.t2	GO:0005515
nxHelBake1.g13352.t1	
nxHelBake1.g5733.t1	
nxHelBake1.g16747.t4	GO:0005525,GO:0003924
nxHelBake1.g5786.t1	
nxHelBake1.g5154.t1	
nxHelBake1.g17388.t2	GO:0004518,GO:0003677,GO:0006281,GO:0035312,GO:0003824,GO:0046872
nxHelBake1.g5882.t1	GO:0005524,GO:0019206,GO:0016301
nxHelBake1.g8426.t1	
nxHelBake1.g11989.t1	
nxHelBake1.g17299.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g3565.t3	GO:0016627,GO:0050660
nxHelBake1.g4484.t2	
nxHelBake1.g8307.t1	GO:0016192,GO:0016021
nxHelBake1.g7425.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g9007.t1	GO:0016021,GO:0055085,GO:0005524,GO:0006635,GO:0005778,GO:0042626,GO:0140359
nxHelBake1.g9832.t1	
nxHelBake1.g11848.t1	
nxHelBake1.g17938.t1	GO:0015144,GO:0034219,GO:0016021
nxHelBake1.g8822.t1	GO:0004843,GO:1990380
nxHelBake1.g7058.t1	
nxHelBake1.g9022.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g17536.t1	GO:0000139
nxHelBake1.g4561.t1	
nxHelBake1.g2213.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g5845.t1	
nxHelBake1.g3959.t1	GO:0005524,GO:0003774,GO:0051015,GO:0016459
nxHelBake1.g15095.t2	
nxHelBake1.g1489.t1	
nxHelBake1.g1071.t1	GO:0005868,GO:0007018
nxHelBake1.g15695.t1	
nxHelBake1.g9081.t1	GO:0003676
nxHelBake1.g2508.t1	
nxHelBake1.g5366.t1	
nxHelBake1.g18656.t1	
nxHelBake1.g12783.t1	GO:0098542
nxHelBake1.g11417.t1	
nxHelBake1.g5675.t1	
nxHelBake1.g16461.t5	GO:0000030,GO:0016021
nxHelBake1.g4657.t1	GO:0019239
nxHelBake1.g17730.t2	GO:0006275
nxHelBake1.g19071.t1	
nxHelBake1.g6304.t1	
nxHelBake1.g1721.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g6492.t1	GO:0035658,GO:0010506
nxHelBake1.g6379.t1	
nxHelBake1.g14393.t1	GO:0005737,GO:0005085
nxHelBake1.g6872.t1	
nxHelBake1.g15184.t1	GO:0055085,GO:0022857
nxHelBake1.g11537.t1	GO:0003723,GO:0006397,GO:0005737,GO:0005634
nxHelBake1.g13301.t1	GO:0016021
nxHelBake1.g19080.t1	
nxHelBake1.g6181.t2	GO:0006470,GO:0004725
nxHelBake1.g17217.t1	
nxHelBake1.g1710.t1	GO:0046872,GO:0006801
nxHelBake1.g18810.t1	
nxHelBake1.g3576.t1	GO:0003723,GO:0003676
nxHelBake1.g15015.t1	
nxHelBake1.g4415.t1	
nxHelBake1.g763.t4	GO:0030246
nxHelBake1.g139.t1	
nxHelBake1.g16173.t1	
nxHelBake1.g12864.t1	GO:0008168
nxHelBake1.g8828.t1	GO:0006470,GO:0004725
nxHelBake1.g18603.t1	
nxHelBake1.g1196.t1	GO:0016020,GO:0015018
nxHelBake1.g14718.t1	GO:0008830
nxHelBake1.g1579.t1	
nxHelBake1.g18333.t1	
nxHelBake1.g17404.t1	GO:0000049,GO:0005524,GO:0005737,GO:0043039,GO:0006432,GO:0004826,GO:0004812,GO:0000166
nxHelBake1.g20.t1	GO:0016671
nxHelBake1.g324.t1	
nxHelBake1.g375.t1	
nxHelBake1.g12765.t1	GO:0016491
nxHelBake1.g15272.t1	GO:0016020,GO:0016012,GO:0005509
nxHelBake1.g16787.t2	
nxHelBake1.g13961.t1	GO:0043065,GO:0005740,GO:0016021
nxHelBake1.g17144.t1	GO:0046872,GO:0006801
nxHelBake1.g9715.t1	
nxHelBake1.g8962.t1	
nxHelBake1.g9103.t1	
nxHelBake1.g7005.t1	GO:0005515,GO:0030036,GO:0051015
nxHelBake1.g16304.t1	GO:0016787
nxHelBake1.g13279.t1	
nxHelBake1.g12518.t2	GO:0004867
nxHelBake1.g338.t1	GO:0055085,GO:0022857
nxHelBake1.g9531.t1	
nxHelBake1.g15667.t1	
nxHelBake1.g13921.t1	GO:0055085,GO:0016020
nxHelBake1.g10685.t1	
nxHelBake1.g3871.t1	GO:0005524,GO:0016887
nxHelBake1.g18460.t1	GO:0006996,GO:0005515
nxHelBake1.g15116.t3	
nxHelBake1.g4813.t1	GO:0008654,GO:0016780,GO:0016020
nxHelBake1.g12854.t1	GO:0047429
nxHelBake1.g5866.t1	GO:0006511,GO:0031625
nxHelBake1.g7742.t3	GO:0008138,GO:0016311
nxHelBake1.g18301.t1	
nxHelBake1.g8704.t1	GO:0003723,GO:0003676
nxHelBake1.g14750.t1	GO:0003824,GO:0030170,GO:0030151
nxHelBake1.g9968.t2	GO:0005524,GO:0016887
nxHelBake1.g5085.t2	
nxHelBake1.g17472.t1	GO:0003729,GO:0006369,GO:0006378,GO:0000993,GO:0006379
nxHelBake1.g461.t1	
nxHelBake1.g16866.t1	
nxHelBake1.g14467.t1	
nxHelBake1.g14840.t1	GO:0006811,GO:0005230,GO:0016021
nxHelBake1.g17200.t1	
nxHelBake1.g11652.t3	GO:0016791
nxHelBake1.g13397.t1	
nxHelBake1.g7235.t1	
nxHelBake1.g17106.t3	GO:0004176,GO:0016887,GO:0016020,GO:0005524,GO:0006508,GO:0004222
nxHelBake1.g1849.t1	GO:0016746,GO:0008374,GO:0044255
nxHelBake1.g524.t1	
nxHelBake1.g16118.t1	GO:0005509
nxHelBake1.g12280.t1	GO:0005515
nxHelBake1.g6950.t1	
nxHelBake1.g12374.t1	GO:0003824
nxHelBake1.g5816.t1	GO:0005509
nxHelBake1.g186.t1	
nxHelBake1.g8536.t1	GO:0003676,GO:0008270
nxHelBake1.g9169.t1	GO:0018024,GO:0005634,GO:0008270,GO:0005515,GO:0034968
nxHelBake1.g16977.t3	
nxHelBake1.g17119.t1	
nxHelBake1.g294.t1	GO:0006508,GO:0004185
nxHelBake1.g765.t1	
nxHelBake1.g3329.t1	
nxHelBake1.g7064.t1	GO:0005515,GO:0007165,GO:0071526,GO:0017154
nxHelBake1.g7366.t1	
nxHelBake1.g8278.t3	GO:0003723,GO:0003676,GO:0045292
nxHelBake1.g8070.t1	
nxHelBake1.g16195.t2	GO:0005763,GO:0003735
nxHelBake1.g70.t1	
nxHelBake1.g10855.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g7554.t1	GO:0032977,GO:0016021
nxHelBake1.g761.t1	
nxHelBake1.g10385.t1	
nxHelBake1.g17409.t2	GO:0005515
nxHelBake1.g15772.t1	GO:0006357,GO:0003700,GO:0003677,GO:0043565
nxHelBake1.g18686.t1	
nxHelBake1.g16478.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g18177.t3	GO:0031462
nxHelBake1.g6865.t1	GO:0003677,GO:0000786,GO:0006334
nxHelBake1.g15647.t1	
nxHelBake1.g13309.t1	
nxHelBake1.g936.t1	GO:0016491
nxHelBake1.g11540.t2	GO:0008540,GO:0006511
nxHelBake1.g6903.t2	GO:0004865,GO:0032515
nxHelBake1.g6107.t1	
nxHelBake1.g3927.t2	
nxHelBake1.g17420.t1	
nxHelBake1.g7581.t1	GO:0070122,GO:0140492,GO:0005515,GO:0004222,GO:0008180
nxHelBake1.g19084.t2	GO:0006508,GO:0008236,GO:0004252
nxHelBake1.g6747.t1	GO:0004467,GO:0006631
nxHelBake1.g12018.t1	GO:0016021
nxHelBake1.g10575.t1	GO:0003697,GO:0005634,GO:0006260,GO:0006270,GO:0003690
nxHelBake1.g18025.t1	
nxHelBake1.g5876.t2	GO:0006629
nxHelBake1.g17100.t1	GO:0005758
nxHelBake1.g17102.t1	GO:0005758
nxHelBake1.g13950.t2	
nxHelBake1.g1289.t1	GO:0003723,GO:0003676
nxHelBake1.g17700.t7	
nxHelBake1.g3296.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g3761.t1	GO:0016705,GO:0005506,GO:0004497,GO:0020037
nxHelBake1.g2141.t1	
nxHelBake1.g283.t1	GO:0042981
nxHelBake1.g14945.t1	GO:0055085,GO:0015299,GO:0006812,GO:0016021
nxHelBake1.g6064.t1	
nxHelBake1.g8491.t2	
nxHelBake1.g13231.t1	
nxHelBake1.g7707.t1	
nxHelBake1.g11711.t1	
nxHelBake1.g12167.t1	
nxHelBake1.g3204.t1	GO:0006355,GO:0003700,GO:0043565
nxHelBake1.g6077.t3	
nxHelBake1.g10067.t2	GO:0007165,GO:0005525,GO:0003924,GO:0007186,GO:0019001,GO:0031683
nxHelBake1.g12441.t1	
nxHelBake1.g17415.t1	
nxHelBake1.g13933.t1	GO:0035556
nxHelBake1.g562.t1	
nxHelBake1.g14655.t1	GO:0008053
nxHelBake1.g3208.t1	
nxHelBake1.g5053.t1	GO:0005975,GO:0005509,GO:0004571,GO:0016020
nxHelBake1.g2972.t1	
nxHelBake1.g16527.t1	
nxHelBake1.g2805.t1	GO:0005092,GO:0007264
nxHelBake1.g3439.t1	
nxHelBake1.g335.t1	GO:0005515
nxHelBake1.g7330.t1	
nxHelBake1.g269.t1	
nxHelBake1.g11617.t1	
nxHelBake1.g3458.t1	
nxHelBake1.g1904.t1	
nxHelBake1.g15624.t1	
nxHelBake1.g4171.t1	GO:0006614,GO:0005047,GO:0003723,GO:0005786,GO:0005515,GO:0030942,GO:0008312
nxHelBake1.g6240.t1	
nxHelBake1.g6083.t1	GO:0008270
nxHelBake1.g5824.t1	GO:0016567,GO:0000836,GO:0061630,GO:0030433
nxHelBake1.g995.t1	
nxHelBake1.g9381.t1	
nxHelBake1.g18614.t1	GO:0005975,GO:0016773
nxHelBake1.g15002.t1	GO:0006627,GO:0046872
nxHelBake1.g16127.t3	GO:0061630,GO:0006511,GO:0005783
nxHelBake1.g16632.t2	
nxHelBake1.g6676.t1	GO:0005515
nxHelBake1.g16444.t1	
nxHelBake1.g12994.t1	
nxHelBake1.g5116.t1	GO:0005515,GO:0008270
nxHelBake1.g7139.t1	
nxHelBake1.g6833.t1	
nxHelBake1.g7226.t1	GO:0004857,GO:0004867,GO:0030414,GO:0005576
nxHelBake1.g18129.t1	GO:0004656,GO:0031418,GO:0016705,GO:0005515,GO:0005506,GO:0005783
nxHelBake1.g2748.t1	GO:0006508,GO:0008270,GO:0004222,GO:0008237
nxHelBake1.g4212.t2	GO:0000987,GO:0045944,GO:0003677,GO:0046983,GO:0000981
nxHelBake1.g15967.t2	GO:0006644,GO:0050482,GO:0004623
nxHelBake1.g1238.t1	GO:0003676
nxHelBake1.g13033.t2	
nxHelBake1.g15110.t1	GO:0004488
nxHelBake1.g5566.t1	
nxHelBake1.g263.t1	GO:0010960
nxHelBake1.g9376.t1	GO:0042302
nxHelBake1.g10390.t1	GO:0042438,GO:0016716,GO:0016491,GO:0005507
nxHelBake1.g6866.t1	
nxHelBake1.g5397.t1	
nxHelBake1.g8267.t2	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g10075.t1	
nxHelBake1.g472.t1	GO:0005515,GO:0006749
nxHelBake1.g9687.t1	GO:0008080
nxHelBake1.g16582.t1	GO:0045116,GO:0019781,GO:0008641
nxHelBake1.g15258.t1	
nxHelBake1.g7358.t1	GO:0003677
nxHelBake1.g8108.t2	
nxHelBake1.g9575.t1	GO:0000502,GO:0030234,GO:0042176
nxHelBake1.g257.t1	
nxHelBake1.g18489.t1	GO:0046961
nxHelBake1.g7698.t2	GO:0008138,GO:0006470,GO:0016311
nxHelBake1.g9250.t1	GO:0004867
nxHelBake1.g5921.t1	
nxHelBake1.g15688.t2	
nxHelBake1.g9066.t1	
nxHelBake1.g12155.t1	
nxHelBake1.g18310.t1	GO:0055085,GO:0016020,GO:0022857
nxHelBake1.g5871.t1	GO:0006508,GO:0004190
nxHelBake1.g6573.t1	GO:0003723,GO:0003676
nxHelBake1.g15663.t1	GO:0016787
nxHelBake1.g954.t1	
nxHelBake1.g16936.t1	GO:0007218
nxHelBake1.g9918.t1	GO:0005525,GO:0003924
nxHelBake1.g6035.t1	GO:0005515
nxHelBake1.g15173.t1	
nxHelBake1.g12612.t1	
nxHelBake1.g14693.t1	
nxHelBake1.g2980.t1	
nxHelBake1.g4101.t1	GO:0003677
nxHelBake1.g11461.t1	
nxHelBake1.g16750.t1	GO:0005515
nxHelBake1.g2781.t2	GO:0008168,GO:0031167,GO:0008988
nxHelBake1.g10996.t1	
nxHelBake1.g1151.t1	
nxHelBake1.g201.t1	
nxHelBake1.g11466.t3	GO:0003677
nxHelBake1.g15863.t1	GO:0016409
nxHelBake1.g9554.t1	
nxHelBake1.g4801.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g2506.t1	
nxHelBake1.g14982.t1	GO:0003677,GO:0005524,GO:0032508,GO:0006366
nxHelBake1.g13212.t1	GO:0006355,GO:0003700,GO:0008270,GO:0043565
nxHelBake1.g4234.t1	
nxHelBake1.g3810.t1	GO:0071805,GO:0016020,GO:0005267
nxHelBake1.g9489.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g2592.t1	
nxHelBake1.g778.t1	
nxHelBake1.g10477.t1	
nxHelBake1.g2095.t2	
nxHelBake1.g14685.t1	
nxHelBake1.g17325.t1	GO:0006367,GO:0005672
nxHelBake1.g13248.t1	
nxHelBake1.g3162.t1	
nxHelBake1.g1168.t1	GO:0006629,GO:0042284,GO:0016021,GO:0030148
nxHelBake1.g16744.t1	GO:0005515
nxHelBake1.g15611.t1	
nxHelBake1.g3537.t1	
nxHelBake1.g7723.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g12756.t1	GO:0006396,GO:0008452
nxHelBake1.g8228.t3	GO:0007165,GO:0003924,GO:0007186,GO:0019001,GO:0031683
nxHelBake1.g18096.t1	
nxHelBake1.g451.t1	GO:0016020
nxHelBake1.g1847.t2	
nxHelBake1.g13599.t1	
nxHelBake1.g2018.t1	
nxHelBake1.g9361.t1	
nxHelBake1.g14916.t1	GO:0004930,GO:0007186,GO:0016021
nxHelBake1.g16003.t1	GO:0035721,GO:0005515
nxHelBake1.g3282.t1	
nxHelBake1.g17328.t1	
nxHelBake1.g10818.t1	GO:0004843,GO:0043161,GO:0016579,GO:0005515
nxHelBake1.g1107.t2	
nxHelBake1.g3227.t2	GO:0005525
nxHelBake1.g18766.t1	
nxHelBake1.g2982.t1	
nxHelBake1.g14194.t1	
nxHelBake1.g161.t1	
nxHelBake1.g8788.t1	GO:0003824
nxHelBake1.g2913.t1	GO:0004867
nxHelBake1.g10018.t1	GO:0003676
nxHelBake1.g3132.t1	
nxHelBake1.g788.t1	GO:0003677,GO:0006355
nxHelBake1.g13030.t1	GO:0007218
nxHelBake1.g9663.t1	GO:0016020,GO:0005524,GO:0140359
nxHelBake1.g4422.t1	
nxHelBake1.g6201.t1	GO:0006508,GO:0004222,GO:0008237
nxHelBake1.g17484.t1	
nxHelBake1.g11163.t2	
nxHelBake1.g17930.t2	
nxHelBake1.g6976.t1	GO:0042302
nxHelBake1.g11492.t4	GO:0032012,GO:0005085
nxHelBake1.g14307.t1	
nxHelBake1.g11434.t1	GO:0004298,GO:0005839,GO:0051603
nxHelBake1.g16734.t2	GO:0003676
nxHelBake1.g5225.t1	GO:0016787
nxHelBake1.g4761.t2	
nxHelBake1.g16889.t1	
nxHelBake1.g16853.t1	
nxHelBake1.g15253.t1	GO:0006310,GO:0003677,GO:0003910,GO:0005524,GO:0071897,GO:0006281
nxHelBake1.g1436.t1	GO:0005975,GO:0016868,GO:0071704,GO:0004614
nxHelBake1.g14795.t1	
nxHelBake1.g7907.t1	
nxHelBake1.g13940.t1	
nxHelBake1.g6803.t1	
nxHelBake1.g9195.t1	
nxHelBake1.g17669.t1	
nxHelBake1.g4311.t1	
nxHelBake1.g5645.t2	GOLD domain
nxHelBake1.g14697.t1	
nxHelBake1.g8077.t1	
nxHelBake1.g10725.t1	GO:0016020,GO:0046928,GO:0060291
nxHelBake1.g14184.t1	
nxHelBake1.g16424.t2	GO:0003824
nxHelBake1.g7614.t1	
nxHelBake1.g1271.t2	GO:0005515,GO:0007213,GO:0043113,GO:0043236
nxHelBake1.g2354.t1	
nxHelBake1.g2375.t1	
nxHelBake1.g2380.t1	
nxHelBake1.g2392.t1	
nxHelBake1.g2343.t1	
nxHelBake1.g2396.t1	
nxHelBake1.g2432.t1	
nxHelBake1.g2383.t1	
nxHelBake1.g13590.t1	GO:0005509
nxHelBake1.g4253.t1	
nxHelBake1.g13575.t2	GO:1902600,GO:0008746
nxHelBake1.g16656.t1	GO:0042302
nxHelBake1.g17154.t1	
nxHelBake1.g15225.t1	GO:0005524,GO:0004672,GO:0006468
nxHelBake1.g7023.t1	
nxHelBake1.g11097.t2	GO:0006637,GO:0016790
nxHelBake1.g6311.t1	
nxHelBake1.g9038.t1	
nxHelBake1.g18306.t1	
nxHelBake1.g2893.t2	
nxHelBake1.g15508.t1	GO:0016491
nxHelBake1.g16148.t1	
nxHelBake1.g14858.t1	GO:0005509
nxHelBake1.g3969.t1	
nxHelBake1.g5482.t1	
nxHelBake1.g15803.t1	
nxHelBake1.g12042.t1	
nxHelBake1.g14749.t1	
nxHelBake1.g7397.t1	GO:0016021,GO:0008146,GO:1902884,GO:0047756,GO:0030206
nxHelBake1.g5959.t1	
nxHelBake1.g8127.t1	GO:0042302
nxHelBake1.g10898.t1	GO:0005515
nxHelBake1.g4978.t1	GO:0004383,GO:0006182,GO:0009190,GO:0035556
nxHelBake1.g3358.t1	GO:0005515,GO:0000266
nxHelBake1.g1082.t1	
nxHelBake1.g6010.t1	
nxHelBake1.g884.t1	GO:0005524,GO:0016887,GO:0051082,GO:0006457
nxHelBake1.g3687.t1	
nxHelBake1.g1285.t1	GO:0016575,GO:0004407
nxHelBake1.g1379.t1	
nxHelBake1.g10432.t1	
nxHelBake1.g272.t1	GO:0005515,GO:0005085
nxHelBake1.g10513.t1	
nxHelBake1.g6970.t2	
nxHelBake1.g4230.t1	
nxHelBake1.g11103.t1	
nxHelBake1.g18021.t1	
nxHelBake1.g7540.t1	
nxHelBake1.g12960.t1	
nxHelBake1.g7924.t1	GO:0003677
nxHelBake1.g17597.t2	GO:0046961,GO:0033179,GO:1902600,GO:0000220
nxHelBake1.g14499.t1	
nxHelBake1.g2158.t1	GO:0030008,GO:0048193
nxHelBake1.g13603.t1	GO:0006511
nxHelBake1.g11667.t1	
nxHelBake1.g13843.t1	GO:0004713,GO:0004672,GO:0006468
nxHelBake1.g3901.t1	
nxHelBake1.g17020.t1	
nxHelBake1.g15232.t1	GO:0003950,GO:0006471
nxHelBake1.g19034.t1	
