gene	dS	sp
CBG17595	0.2007	cbriggsae_vs_cnigoni
CBG08021	0.2634	cbriggsae_vs_cnigoni
CBG20158a	0.2765	cbriggsae_vs_cnigoni
CBG14734	0.2135	cbriggsae_vs_cnigoni
CBG15152a	0.1881	cbriggsae_vs_cnigoni
CBG21206	0.3764	cbriggsae_vs_cnigoni
CBG11531	0.0448	cbriggsae_vs_cnigoni
CBG11979	0.1304	cbriggsae_vs_cnigoni
CBG03222	0.2007	cbriggsae_vs_cnigoni
CBG02656	0.2158	cbriggsae_vs_cnigoni
CBG03771	0.0644	cbriggsae_vs_cnigoni
CBG14461b	0.1272	cbriggsae_vs_cnigoni
CBG21516a	0.2133	cbriggsae_vs_cnigoni
CBG15109	0.2269	cbriggsae_vs_cnigoni
CBG12542	0.1326	cbriggsae_vs_cnigoni
CBG20336	0.2375	cbriggsae_vs_cnigoni
CBG24191	0.0926	cbriggsae_vs_cnigoni
CBG15773	0.0245	cbriggsae_vs_cnigoni
CBG10038b	0.1717	cbriggsae_vs_cnigoni
CBG13313	0.0909	cbriggsae_vs_cnigoni
CBG06885	0.1446	cbriggsae_vs_cnigoni
CBG09876a	0.1163	cbriggsae_vs_cnigoni
CBG06232	0.1307	cbriggsae_vs_cnigoni
CBG15118i	0.3282	cbriggsae_vs_cnigoni
CBG03391b	0.1456	cbriggsae_vs_cnigoni
CBG04116	0.1647	cbriggsae_vs_cnigoni
CBG21942	0.1933	cbriggsae_vs_cnigoni
CBG18993	0.123	cbriggsae_vs_cnigoni
CBG02300	0.2232	cbriggsae_vs_cnigoni
CBG06449	0.2291	cbriggsae_vs_cnigoni
CBG23365	0.258	cbriggsae_vs_cnigoni
CBG17994	0.0441	cbriggsae_vs_cnigoni
CBG08574	0.291	cbriggsae_vs_cnigoni
CBG19786	0.1563	cbriggsae_vs_cnigoni
CBG03665	0.1884	cbriggsae_vs_cnigoni
CBG18245	0.093	cbriggsae_vs_cnigoni
CBG15229	0.1934	cbriggsae_vs_cnigoni
CBG00931	0.3567	cbriggsae_vs_cnigoni
CBG06074a	0.1276	cbriggsae_vs_cnigoni
CBG07446	0.3274	cbriggsae_vs_cnigoni
CBG12000	0.1748	cbriggsae_vs_cnigoni
CBG15167	0.1873	cbriggsae_vs_cnigoni
CBG01775	0.1506	cbriggsae_vs_cnigoni
CBG16355	0.2652	cbriggsae_vs_cnigoni
CBG03789	0.1335	cbriggsae_vs_cnigoni
CBG12002	0.0856	cbriggsae_vs_cnigoni
CBG02109	0.3449	cbriggsae_vs_cnigoni
CBG01806	0.0364	cbriggsae_vs_cnigoni
CBG12008	0.0981	cbriggsae_vs_cnigoni
CBG06575	0.3217	cbriggsae_vs_cnigoni
CBG16503	0.1059	cbriggsae_vs_cnigoni
CBG24496	0.1367	cbriggsae_vs_cnigoni
CBG14076	0.1503	cbriggsae_vs_cnigoni
CBG12089	0.1075	cbriggsae_vs_cnigoni
CBG22774	0.3444	cbriggsae_vs_cnigoni
CBG05747a	0.1881	cbriggsae_vs_cnigoni
CBG12992	0.2352	cbriggsae_vs_cnigoni
CBG19258	0.2588	cbriggsae_vs_cnigoni
CBG18253	0.086	cbriggsae_vs_cnigoni
CBG11954d	0.1141	cbriggsae_vs_cnigoni
CBG21016	0.3769	cbriggsae_vs_cnigoni
CBG18982	0.2083	cbriggsae_vs_cnigoni
CBG00873	0.2622	cbriggsae_vs_cnigoni
CBG11573	0.2687	cbriggsae_vs_cnigoni
CBG09223	0.1642	cbriggsae_vs_cnigoni
CBG08095a	0.1491	cbriggsae_vs_cnigoni
CBG20626	0.2211	cbriggsae_vs_cnigoni
CBG09135a	0.2291	cbriggsae_vs_cnigoni
CBG18244	0.1273	cbriggsae_vs_cnigoni
CBG02261	0.0891	cbriggsae_vs_cnigoni
CBG03306a	0.2195	cbriggsae_vs_cnigoni
CBG23108	0.0681	cbriggsae_vs_cnigoni
CBG11339	0.1408	cbriggsae_vs_cnigoni
CBG14467	0.1749	cbriggsae_vs_cnigoni
CBG03078	0.1212	cbriggsae_vs_cnigoni
CBG21529c	0.2717	cbriggsae_vs_cnigoni
CBG02098	0.2682	cbriggsae_vs_cnigoni
CBG11611	0.23	cbriggsae_vs_cnigoni
CBG19886	0.1996	cbriggsae_vs_cnigoni
CBG23704	0.3731	cbriggsae_vs_cnigoni
CBG04457	0.2003	cbriggsae_vs_cnigoni
CBG07938	0.1247	cbriggsae_vs_cnigoni
CBG02921	0.0911	cbriggsae_vs_cnigoni
CBG15153	0.2521	cbriggsae_vs_cnigoni
CBG18887a	0.1455	cbriggsae_vs_cnigoni
CBG03993	0.0813	cbriggsae_vs_cnigoni
CBG12480	0.1779	cbriggsae_vs_cnigoni
CBG01780	0.1217	cbriggsae_vs_cnigoni
CBG22191	0.2195	cbriggsae_vs_cnigoni
CBG20165	0.114	cbriggsae_vs_cnigoni
CBG24775	0.1345	cbriggsae_vs_cnigoni
CBG11102	0.2601	cbriggsae_vs_cnigoni
CBG17674	0.1858	cbriggsae_vs_cnigoni
CBG13507	0.1087	cbriggsae_vs_cnigoni
CBG24641b	0.2211	cbriggsae_vs_cnigoni
CBG21770c	0.226	cbriggsae_vs_cnigoni
CBG09872a	0.1078	cbriggsae_vs_cnigoni
CBG00983	0.227	cbriggsae_vs_cnigoni
CBG04027	0.1321	cbriggsae_vs_cnigoni
CBG14886b	0.109	cbriggsae_vs_cnigoni
CBG04507b	0.2681	cbriggsae_vs_cnigoni
CBG13067	0.2232	cbriggsae_vs_cnigoni
CBG21978a	0.1595	cbriggsae_vs_cnigoni
CBG00499	0.3335	cbriggsae_vs_cnigoni
CBG07083	0.1816	cbriggsae_vs_cnigoni
CBG24572	0.1629	cbriggsae_vs_cnigoni
CBG12990	0.0525	cbriggsae_vs_cnigoni
CBG13531	0.1637	cbriggsae_vs_cnigoni
CBG22791	0.2661	cbriggsae_vs_cnigoni
CBG04320	0.0428	cbriggsae_vs_cnigoni
CBG10036	0.1431	cbriggsae_vs_cnigoni
CBG12656	0.1322	cbriggsae_vs_cnigoni
CBG18145	0.1117	cbriggsae_vs_cnigoni
CBG03632	0.323	cbriggsae_vs_cnigoni
CBG05117a	0.0952	cbriggsae_vs_cnigoni
CBG05130b	0.3542	cbriggsae_vs_cnigoni
CBG19004	0.1422	cbriggsae_vs_cnigoni
CBG08832	0.0759	cbriggsae_vs_cnigoni
CBG20537	0.3688	cbriggsae_vs_cnigoni
CBG09861	0.0482	cbriggsae_vs_cnigoni
CBG08559	0.281	cbriggsae_vs_cnigoni
CBG01980e	0.1609	cbriggsae_vs_cnigoni
CBG12416	0.0936	cbriggsae_vs_cnigoni
CBG21188	0.2846	cbriggsae_vs_cnigoni
CBG03940a	0.1318	cbriggsae_vs_cnigoni
CBG22063	0.2599	cbriggsae_vs_cnigoni
CBG21018	0.2596	cbriggsae_vs_cnigoni
CBG22158	0.3084	cbriggsae_vs_cnigoni
CBG21103	0.3541	cbriggsae_vs_cnigoni
CBG22133	0.1447	cbriggsae_vs_cnigoni
CBG09361	0.1225	cbriggsae_vs_cnigoni
CBG18030	0.116	cbriggsae_vs_cnigoni
CBG19414b	0.3529	cbriggsae_vs_cnigoni
CBG12576	0.1981	cbriggsae_vs_cnigoni
CBG16834	0.1895	cbriggsae_vs_cnigoni
CBG02540	0.2026	cbriggsae_vs_cnigoni
CBG03785	0.0199	cbriggsae_vs_cnigoni
CBG21440	0.3581	cbriggsae_vs_cnigoni
CBG07082	0.2309	cbriggsae_vs_cnigoni
CBG16409	0.1537	cbriggsae_vs_cnigoni
CBG15176	0.2447	cbriggsae_vs_cnigoni
CBG15766	0.3023	cbriggsae_vs_cnigoni
CBG29975	0.1042	cbriggsae_vs_cnigoni
CBG12345b	0.0997	cbriggsae_vs_cnigoni
CBG09110	0.2377	cbriggsae_vs_cnigoni
CBG04177	0.1302	cbriggsae_vs_cnigoni
CBG18956	0.1149	cbriggsae_vs_cnigoni
CBG23248a	0.2402	cbriggsae_vs_cnigoni
CBG20393	0.2735	cbriggsae_vs_cnigoni
CBG13204	0.1817	cbriggsae_vs_cnigoni
CBG12806	0.0915	cbriggsae_vs_cnigoni
CBG01545	0.15	cbriggsae_vs_cnigoni
CBG12910	0.1456	cbriggsae_vs_cnigoni
CBG19741	0.3177	cbriggsae_vs_cnigoni
CBG19014	0.0375	cbriggsae_vs_cnigoni
CBG18251	0.042	cbriggsae_vs_cnigoni
CBG11649	0.3225	cbriggsae_vs_cnigoni
CBG15264	0.1791	cbriggsae_vs_cnigoni
CBG18351	0.2851	cbriggsae_vs_cnigoni
CBG12017a	0.1	cbriggsae_vs_cnigoni
CBG03552	0.0931	cbriggsae_vs_cnigoni
CBG23021	0.1645	cbriggsae_vs_cnigoni
CBG22093b	0.2117	cbriggsae_vs_cnigoni
CBG09720a	0.261	cbriggsae_vs_cnigoni
CBG23504	0.1903	cbriggsae_vs_cnigoni
CBG11960	0.0235	cbriggsae_vs_cnigoni
CBG15299	0.1898	cbriggsae_vs_cnigoni
CBG16815	0.0689	cbriggsae_vs_cnigoni
CBG14150b	0.2146	cbriggsae_vs_cnigoni
CBG16182	0.262	cbriggsae_vs_cnigoni
CBG24517	0.3116	cbriggsae_vs_cnigoni
CBG01072a	0.1602	cbriggsae_vs_cnigoni
CBG05981	0.1617	cbriggsae_vs_cnigoni
CBG01741	0.2077	cbriggsae_vs_cnigoni
CBG13324	0.2064	cbriggsae_vs_cnigoni
CBG08084	0.1661	cbriggsae_vs_cnigoni
CBG14233a	0.2818	cbriggsae_vs_cnigoni
CBG12446	0.0866	cbriggsae_vs_cnigoni
CBG08124a	0.1258	cbriggsae_vs_cnigoni
CBG02061	0.1862	cbriggsae_vs_cnigoni
CBG11384	0.2912	cbriggsae_vs_cnigoni
CBG20440	0.2775	cbriggsae_vs_cnigoni
CBG02885	0.1069	cbriggsae_vs_cnigoni
CBG03260	0.177	cbriggsae_vs_cnigoni
CBG12661	0.2201	cbriggsae_vs_cnigoni
CBG02295	0.0934	cbriggsae_vs_cnigoni
CBG19789	0.2028	cbriggsae_vs_cnigoni
CBG19785	0.1857	cbriggsae_vs_cnigoni
CBG02768	0.1433	cbriggsae_vs_cnigoni
CBG23457	0.0587	cbriggsae_vs_cnigoni
CBG18266	0.177	cbriggsae_vs_cnigoni
CBG13202a	0.1937	cbriggsae_vs_cnigoni
CBG19248	0.308	cbriggsae_vs_cnigoni
CBG07074	0.1928	cbriggsae_vs_cnigoni
CBG21817	0.1072	cbriggsae_vs_cnigoni
CBG22920	0.3448	cbriggsae_vs_cnigoni
CBG13065	0.2061	cbriggsae_vs_cnigoni
CBG22725	0.1192	cbriggsae_vs_cnigoni
CBG14526	0.197	cbriggsae_vs_cnigoni
CBG24571	0.2044	cbriggsae_vs_cnigoni
CBG08140b	0.1366	cbriggsae_vs_cnigoni
CBG09227c	0.0982	cbriggsae_vs_cnigoni
CBG24494	0.1125	cbriggsae_vs_cnigoni
CBG02944	0.0922	cbriggsae_vs_cnigoni
CBG02772	0.3095	cbriggsae_vs_cnigoni
CBG03382	0.143	cbriggsae_vs_cnigoni
CBG02385	0.2443	cbriggsae_vs_cnigoni
CBG24890	0.3543	cbriggsae_vs_cnigoni
CBG22279	0.2566	cbriggsae_vs_cnigoni
CBG10076	0.113	cbriggsae_vs_cnigoni
CBG02259	0.0986	cbriggsae_vs_cnigoni
CBG05408	0.1763	cbriggsae_vs_cnigoni
CBG03992	0.183	cbriggsae_vs_cnigoni
CBG06867	0.1693	cbriggsae_vs_cnigoni
CBG22041	0.1543	cbriggsae_vs_cnigoni
CBG24238a	0.194	cbriggsae_vs_cnigoni
CBG10037	0.0805	cbriggsae_vs_cnigoni
CBG01829	0.1455	cbriggsae_vs_cnigoni
CBG22050	0.1606	cbriggsae_vs_cnigoni
CBG11393	0.2066	cbriggsae_vs_cnigoni
CBG13586	0.05	cbriggsae_vs_cnigoni
CBG12545	0.1523	cbriggsae_vs_cnigoni
CBG13216	0.1029	cbriggsae_vs_cnigoni
CBG13151	0.1203	cbriggsae_vs_cnigoni
CBG06216	0.1656	cbriggsae_vs_cnigoni
CBG02884b	0.1204	cbriggsae_vs_cnigoni
CBG13150	0.1265	cbriggsae_vs_cnigoni
CBG12604b	0.2208	cbriggsae_vs_cnigoni
CBG18353	0.0954	cbriggsae_vs_cnigoni
CBG19803	0.2032	cbriggsae_vs_cnigoni
CBG14940	0.0821	cbriggsae_vs_cnigoni
CBG13394	0.1875	cbriggsae_vs_cnigoni
CBG18950	0.1994	cbriggsae_vs_cnigoni
CBG00558	0.3658	cbriggsae_vs_cnigoni
CBG02076	0.2562	cbriggsae_vs_cnigoni
CBG02453a	0.2406	cbriggsae_vs_cnigoni
CBG22717b	0.1104	cbriggsae_vs_cnigoni
CBG20550	0.2239	cbriggsae_vs_cnigoni
CBG07980	0.1964	cbriggsae_vs_cnigoni
CBG13539b	0.1822	cbriggsae_vs_cnigoni
CBG05752	0.1242	cbriggsae_vs_cnigoni
CBG24487	0.274	cbriggsae_vs_cnigoni
CBG22509	0.2526	cbriggsae_vs_cnigoni
CBG18399	0.2493	cbriggsae_vs_cnigoni
CBG14951a	0.1756	cbriggsae_vs_cnigoni
CBG07987	0.4168	cbriggsae_vs_cnigoni
CBG22923a	0.1962	cbriggsae_vs_cnigoni
CBG12496	0.1709	cbriggsae_vs_cnigoni
CBG21923a	0.1006	cbriggsae_vs_cnigoni
CBG04223	0.1054	cbriggsae_vs_cnigoni
CBG15710	0.2235	cbriggsae_vs_cnigoni
CBG06062	0.1766	cbriggsae_vs_cnigoni
CBG04561b	0.1904	cbriggsae_vs_cnigoni
CBG05573a	0.2072	cbriggsae_vs_cnigoni
CBG02267	0.1541	cbriggsae_vs_cnigoni
CBG24520	0.3499	cbriggsae_vs_cnigoni
CBG08973	0.2268	cbriggsae_vs_cnigoni
CBG03308	0.1744	cbriggsae_vs_cnigoni
CBG09630	0.0924	cbriggsae_vs_cnigoni
CBG01776	0.1777	cbriggsae_vs_cnigoni
CBG18249	0.1749	cbriggsae_vs_cnigoni
CBG09180	0.2145	cbriggsae_vs_cnigoni
CBG13312	0.1021	cbriggsae_vs_cnigoni
CBG19615	0.2769	cbriggsae_vs_cnigoni
CBG13541	0.096	cbriggsae_vs_cnigoni
CBG23957	0.199	cbriggsae_vs_cnigoni
CBG04073	0.1043	cbriggsae_vs_cnigoni
CBG12343	0.113	cbriggsae_vs_cnigoni
CBG01037b	0.1851	cbriggsae_vs_cnigoni
CBG00477	0.3976	cbriggsae_vs_cnigoni
CBG14821	0.2238	cbriggsae_vs_cnigoni
CBG00556	0.3007	cbriggsae_vs_cnigoni
CBG06682b	0.2952	cbriggsae_vs_cnigoni
CBG20320	0.2937	cbriggsae_vs_cnigoni
CBG08399	0.2762	cbriggsae_vs_cnigoni
CBG09808	0.2294	cbriggsae_vs_cnigoni
CBG23430	0.2458	cbriggsae_vs_cnigoni
CBG07404	0.3638	cbriggsae_vs_cnigoni
CBG20763	0.2812	cbriggsae_vs_cnigoni
CBG19850a	0.1524	cbriggsae_vs_cnigoni
CBG17177a	0.3262	cbriggsae_vs_cnigoni
CBG21205	0.1337	cbriggsae_vs_cnigoni
CBG23183a	0.0944	cbriggsae_vs_cnigoni
CBG09106	0.2422	cbriggsae_vs_cnigoni
CBG21173a	0.0754	cbriggsae_vs_cnigoni
CBG09363	0.159	cbriggsae_vs_cnigoni
CBG11922a	0.1374	cbriggsae_vs_cnigoni
CBG00172	0.188	cbriggsae_vs_cnigoni
CBG08066b	0.0562	cbriggsae_vs_cnigoni
CBG19415	0.1404	cbriggsae_vs_cnigoni
CBG18161	0.1565	cbriggsae_vs_cnigoni
CBG09049	0.1404	cbriggsae_vs_cnigoni
CBG14164	0.1095	cbriggsae_vs_cnigoni
CBG09751	0.1855	cbriggsae_vs_cnigoni
CBG07036	0.2149	cbriggsae_vs_cnigoni
CBG01436	0.2496	cbriggsae_vs_cnigoni
CBG00591	0.0961	cbriggsae_vs_cnigoni
CBG19097b	0.1753	cbriggsae_vs_cnigoni
CBG03921	0.1127	cbriggsae_vs_cnigoni
CBG19427b	0.2118	cbriggsae_vs_cnigoni
CBG03163	0.191	cbriggsae_vs_cnigoni
CBG12509	0.1431	cbriggsae_vs_cnigoni
CBG18321	0.189	cbriggsae_vs_cnigoni
CBG02936	0.1808	cbriggsae_vs_cnigoni
CBG05540	0.1474	cbriggsae_vs_cnigoni
CBG18231	0.1073	cbriggsae_vs_cnigoni
CBG13601	0.2519	cbriggsae_vs_cnigoni
CBG11502	0.2046	cbriggsae_vs_cnigoni
CBG15140	0.2869	cbriggsae_vs_cnigoni
CBG21145	0.3087	cbriggsae_vs_cnigoni
CBG05851	0.1709	cbriggsae_vs_cnigoni
CBG11706	0.0101	cbriggsae_vs_cnigoni
CBG15585a	0.2437	cbriggsae_vs_cnigoni
CBG17226	0.1885	cbriggsae_vs_cnigoni
CBG09291b	0.2459	cbriggsae_vs_cnigoni
CBG14916	0.1596	cbriggsae_vs_cnigoni
CBG16676	0.2059	cbriggsae_vs_cnigoni
CBG05410	0.182	cbriggsae_vs_cnigoni
CBG11347	0.2645	cbriggsae_vs_cnigoni
CBG05644	0.1091	cbriggsae_vs_cnigoni
CBG03870b	0.0775	cbriggsae_vs_cnigoni
CBG08993	0.201	cbriggsae_vs_cnigoni
CBG12934	0.3879	cbriggsae_vs_cnigoni
CBG19710	0.1453	cbriggsae_vs_cnigoni
CBG20608	0.197	cbriggsae_vs_cnigoni
CBG14597	0.0887	cbriggsae_vs_cnigoni
CBG01738	0.0504	cbriggsae_vs_cnigoni
CBG10909	0.2374	cbriggsae_vs_cnigoni
CBG15202	0.1916	cbriggsae_vs_cnigoni
CBG03639a	0.2516	cbriggsae_vs_cnigoni
CBG10813	0.0339	cbriggsae_vs_cnigoni
CBG22213	0.1699	cbriggsae_vs_cnigoni
CBG05553	0.1362	cbriggsae_vs_cnigoni
CBG23170	0.2388	cbriggsae_vs_cnigoni
CBG22284	0.1956	cbriggsae_vs_cnigoni
CBG20205	0.3085	cbriggsae_vs_cnigoni
CBG18111	0.1381	cbriggsae_vs_cnigoni
CBG13278	0.2513	cbriggsae_vs_cnigoni
CBG02773	0.1124	cbriggsae_vs_cnigoni
CBG20164b	0.3583	cbriggsae_vs_cnigoni
CBG18087	0.1348	cbriggsae_vs_cnigoni
CBG18335	0.1294	cbriggsae_vs_cnigoni
CBG09527	0.1488	cbriggsae_vs_cnigoni
CBG16436	0.2279	cbriggsae_vs_cnigoni
CBG03778b	0.1365	cbriggsae_vs_cnigoni
CBG05471	0.0645	cbriggsae_vs_cnigoni
CBG11881	0.3016	cbriggsae_vs_cnigoni
CBG01549	0.252	cbriggsae_vs_cnigoni
CBG09337	0.2942	cbriggsae_vs_cnigoni
CBG09282	0.1652	cbriggsae_vs_cnigoni
CBG10876	0.1304	cbriggsae_vs_cnigoni
CBG23226a	0.1872	cbriggsae_vs_cnigoni
CBG14639	0.1905	cbriggsae_vs_cnigoni
CBG30852	0.3392	cbriggsae_vs_cnigoni
CBG01779	0.1674	cbriggsae_vs_cnigoni
CBG09425	0.1567	cbriggsae_vs_cnigoni
CBG18383	0.2658	cbriggsae_vs_cnigoni
CBG14564a	0.2009	cbriggsae_vs_cnigoni
CBG12287a	0.3154	cbriggsae_vs_cnigoni
CBG06255	0.1918	cbriggsae_vs_cnigoni
CBG18333	0.164	cbriggsae_vs_cnigoni
CBG20661	0.2209	cbriggsae_vs_cnigoni
CBG13133	0.1661	cbriggsae_vs_cnigoni
CBG29930	0.1594	cbriggsae_vs_cnigoni
CBG09536	0.1017	cbriggsae_vs_cnigoni
CBG24263	0.3263	cbriggsae_vs_cnigoni
CBG03314	0.1195	cbriggsae_vs_cnigoni
CBG15756	0.3103	cbriggsae_vs_cnigoni
CBG11196a	0.236	cbriggsae_vs_cnigoni
CBG09949	0.2118	cbriggsae_vs_cnigoni
CBG20441	0.3026	cbriggsae_vs_cnigoni
CBG24046	0.0124	cbriggsae_vs_cnigoni
CBG13074	0.2264	cbriggsae_vs_cnigoni
CBG02970	0.1129	cbriggsae_vs_cnigoni
CBG13585	0.3382	cbriggsae_vs_cnigoni
CBG06107	0.2486	cbriggsae_vs_cnigoni
CBG23912	0.3696	cbriggsae_vs_cnigoni
CBG22758	0.2625	cbriggsae_vs_cnigoni
CBG13274	0.1597	cbriggsae_vs_cnigoni
CBG13148	0.3213	cbriggsae_vs_cnigoni
CBG00928	0.2473	cbriggsae_vs_cnigoni
CBG27510	0.1671	cbriggsae_vs_cnigoni
CBG01798	0.1119	cbriggsae_vs_cnigoni
CBG10771	0.0121	cbriggsae_vs_cnigoni
CBG00721	0.1094	cbriggsae_vs_cnigoni
CBG09316b	0.1501	cbriggsae_vs_cnigoni
CBG02104	0.4034	cbriggsae_vs_cnigoni
CBG09818	0.1326	cbriggsae_vs_cnigoni
CBG12099b	0.1411	cbriggsae_vs_cnigoni
CBG18282	0.1794	cbriggsae_vs_cnigoni
CBG08063	0.0966	cbriggsae_vs_cnigoni
CBG02792b	0.1839	cbriggsae_vs_cnigoni
CBG11504	0.2196	cbriggsae_vs_cnigoni
CBG02379	0.1502	cbriggsae_vs_cnigoni
CBG16522a	0.1963	cbriggsae_vs_cnigoni
CBG18147	0.1626	cbriggsae_vs_cnigoni
CBG15761	0.1757	cbriggsae_vs_cnigoni
CBG14603	0.1238	cbriggsae_vs_cnigoni
CBG14518	0.2298	cbriggsae_vs_cnigoni
CBG21465	0.3835	cbriggsae_vs_cnigoni
CBG12178	0.1616	cbriggsae_vs_cnigoni
CBG09952	0.1314	cbriggsae_vs_cnigoni
CBG23324	0.16	cbriggsae_vs_cnigoni
CBG20154	0.1978	cbriggsae_vs_cnigoni
CBG19722	0.2959	cbriggsae_vs_cnigoni
CBG12241a	0.375	cbriggsae_vs_cnigoni
CBG05959	0.1809	cbriggsae_vs_cnigoni
CBG23448a	0.1401	cbriggsae_vs_cnigoni
CBG19957	0.2564	cbriggsae_vs_cnigoni
CBG07004	0.1322	cbriggsae_vs_cnigoni
CBG00742	0.2555	cbriggsae_vs_cnigoni
CBG23416	0.0973	cbriggsae_vs_cnigoni
CBG08159	0.1111	cbriggsae_vs_cnigoni
CBG08723	0.0713	cbriggsae_vs_cnigoni
CBG22764	0.2349	cbriggsae_vs_cnigoni
CBG03710	0.0613	cbriggsae_vs_cnigoni
CBG03150	0.1749	cbriggsae_vs_cnigoni
CBG14575	0.19	cbriggsae_vs_cnigoni
CBG22232	0.2294	cbriggsae_vs_cnigoni
CBG17882b	0.2976	cbriggsae_vs_cnigoni
CBG01313a	0.2364	cbriggsae_vs_cnigoni
CBG13075a	0.1344	cbriggsae_vs_cnigoni
CBG02397b	0.1416	cbriggsae_vs_cnigoni
CBG13911	0.1739	cbriggsae_vs_cnigoni
CBG13540	0.1005	cbriggsae_vs_cnigoni
CBG18137	0.2432	cbriggsae_vs_cnigoni
CBG17559	0.1711	cbriggsae_vs_cnigoni
CBG21807	0.2164	cbriggsae_vs_cnigoni
CBG09303b	0.1237	cbriggsae_vs_cnigoni
CBG18307a	0.1711	cbriggsae_vs_cnigoni
CBG16761	0.0899	cbriggsae_vs_cnigoni
CBG29923	0.1464	cbriggsae_vs_cnigoni
CBG05942	0.1833	cbriggsae_vs_cnigoni
CBG11147a	0.3341	cbriggsae_vs_cnigoni
CBG09841	0.1851	cbriggsae_vs_cnigoni
CBG21866a	0.2653	cbriggsae_vs_cnigoni
CBG24339	0.1014	cbriggsae_vs_cnigoni
CBG05911	0.1917	cbriggsae_vs_cnigoni
CBG04203	0.1593	cbriggsae_vs_cnigoni
CBG20998	0.326	cbriggsae_vs_cnigoni
CBG16554c	0.1692	cbriggsae_vs_cnigoni
CBG21899	0.1615	cbriggsae_vs_cnigoni
CBG02462	0.1249	cbriggsae_vs_cnigoni
CBG18096	0.1542	cbriggsae_vs_cnigoni
CBG13430	0.1449	cbriggsae_vs_cnigoni
CBG13617	0.2938	cbriggsae_vs_cnigoni
CBG21917	0.0863	cbriggsae_vs_cnigoni
CBG09827	0.1049	cbriggsae_vs_cnigoni
CBG20126b	0.223	cbriggsae_vs_cnigoni
CBG22078	0.0624	cbriggsae_vs_cnigoni
CBG11604	0.0528	cbriggsae_vs_cnigoni
CBG09569a	0.0362	cbriggsae_vs_cnigoni
CBG06880	0.1883	cbriggsae_vs_cnigoni
CBG24498	0.108	cbriggsae_vs_cnigoni
CBG19313	0.1016	cbriggsae_vs_cnigoni
CBG22083	0.3099	cbriggsae_vs_cnigoni
CBG24700	0.1697	cbriggsae_vs_cnigoni
CBG22149	0.2232	cbriggsae_vs_cnigoni
CBG24743	0.2714	cbriggsae_vs_cnigoni
CBG08218b	0.0851	cbriggsae_vs_cnigoni
CBG13223	0.0554	cbriggsae_vs_cnigoni
CBG24611b	0.1373	cbriggsae_vs_cnigoni
CBG21169	0.1941	cbriggsae_vs_cnigoni
CBG15465	0.2239	cbriggsae_vs_cnigoni
CBG00882	0.2567	cbriggsae_vs_cnigoni
CBG02627	0.215	cbriggsae_vs_cnigoni
CBG13881	0.2048	cbriggsae_vs_cnigoni
CBG14382	0.1816	cbriggsae_vs_cnigoni
CBG20217	0.3866	cbriggsae_vs_cnigoni
CBG14941	0.1333	cbriggsae_vs_cnigoni
CBG09851c	0.1458	cbriggsae_vs_cnigoni
CBG05969	0.0921	cbriggsae_vs_cnigoni
CBG09405b	0.1276	cbriggsae_vs_cnigoni
CBG09837	0.175	cbriggsae_vs_cnigoni
CBG23392	0.2201	cbriggsae_vs_cnigoni
CBG14917c	0.16	cbriggsae_vs_cnigoni
CBG09585b	0.16	cbriggsae_vs_cnigoni
CBG05103	0.2481	cbriggsae_vs_cnigoni
CBG11884	0.1848	cbriggsae_vs_cnigoni
CBG06013	0.1066	cbriggsae_vs_cnigoni
CBG12463	0.0622	cbriggsae_vs_cnigoni
CBG23171	0.1174	cbriggsae_vs_cnigoni
CBG13105	0.1896	cbriggsae_vs_cnigoni
CBG18262a	0.2269	cbriggsae_vs_cnigoni
CBG00743	0.3156	cbriggsae_vs_cnigoni
CBG21460	0.1825	cbriggsae_vs_cnigoni
CBG09959	0.1719	cbriggsae_vs_cnigoni
CBG30120	0.2011	cbriggsae_vs_cnigoni
CBG13626	0.0996	cbriggsae_vs_cnigoni
CBG17963a	0.1117	cbriggsae_vs_cnigoni
CBG07659	0.2986	cbriggsae_vs_cnigoni
CBG20562	0.1322	cbriggsae_vs_cnigoni
CBG19308	0.1557	cbriggsae_vs_cnigoni
CBG15975	0.2317	cbriggsae_vs_cnigoni
CBG19742	0.1479	cbriggsae_vs_cnigoni
CBG12483	0.1464	cbriggsae_vs_cnigoni
CBG14987	0.2474	cbriggsae_vs_cnigoni
CBG09326	0.1462	cbriggsae_vs_cnigoni
CBG01825	0.1117	cbriggsae_vs_cnigoni
CBG12253	0.2273	cbriggsae_vs_cnigoni
CBG00428	0.1879	cbriggsae_vs_cnigoni
CBG08612	0.1165	cbriggsae_vs_cnigoni
CBG12873	0.2524	cbriggsae_vs_cnigoni
CBG07676	0.3612	cbriggsae_vs_cnigoni
CBG17891b	0.3027	cbriggsae_vs_cnigoni
CBG22974	0.3	cbriggsae_vs_cnigoni
CBG12778b	0.0568	cbriggsae_vs_cnigoni
CBG19562	0.6297	cbriggsae_vs_cnigoni
CBG18819	0.3027	cbriggsae_vs_cnigoni
CBG01669	0.0923	cbriggsae_vs_cnigoni
CBG17987	0.2638	cbriggsae_vs_cnigoni
CBG09986b	0.143	cbriggsae_vs_cnigoni
CBG18097	0.134	cbriggsae_vs_cnigoni
CBG09937	0.1593	cbriggsae_vs_cnigoni
CBG18095	0.2017	cbriggsae_vs_cnigoni
CBG19712	0.2825	cbriggsae_vs_cnigoni
